Position,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Classification
Guard,36,30.88,5.8,12.3,0.471,1.9,4.9,0.395,3.9,4.5,0.876,0.7,4.6,5.3,9.7,2.3,0.1,2.4,2.4,17.5,18.6,10.1,Not selected
Guard,40,29.93,7,15.5,0.455,0.2,0.8,0.226,3.8,5,0.778,1.2,2.8,4,4.6,0.9,0.4,2.6,1.4,18.1,12.6,-1.2,Selected
Guard,42,36.45,6.6,15.8,0.419,2.7,7.1,0.383,4.9,5.5,0.88,0.7,4.4,5.1,6.5,2.3,0.5,3,2.7,20.9,17,4.7,Selected
Guard,41,33.83,9.9,19.5,0.509,4.8,10.7,0.449,5.2,5.8,0.907,0.7,4.6,5.3,6.5,2.1,0.1,3.4,2.1,29.9,24.4,15.6,Selected
Guard,44,33.73,8.4,18.5,0.453,1.2,4.1,0.291,6.1,7.5,0.818,1.7,5.5,7.2,9.8,2.5,0.2,4.2,2.4,24,21.1,10.3,Selected
Guard,36,29.32,5.6,16.3,0.345,1.7,6.8,0.25,3.3,4.2,0.784,0.7,3.4,4.1,3.5,0.9,0.2,2.2,2,16.3,8.8,-8.6,Selected
Guard,44,38.27,7.3,16.2,0.45,1.1,3.4,0.322,6.5,7.8,0.835,1.2,4.2,5.4,4.2,1.7,0.7,2.1,2,22.3,17.6,-0.2,Selected
Guard,43,35.65,7.3,17.1,0.429,1.4,4.1,0.343,3.5,4.5,0.781,0.7,3.5,4.2,9.8,2.1,0.7,4.4,2.1,19.6,15.9,0.1,Selected
Guard,45,36.48,7.8,17.6,0.442,0.6,1.9,0.321,6.8,8.1,0.844,0.8,3.8,4.6,4.1,1,0.3,2.3,2,23,16,2.2,Selected
Guard,47,32.35,7,16.4,0.424,2,5.8,0.347,5.6,6.3,0.892,0.5,2.4,2.9,6.6,1.1,0.1,2.7,1.9,21.6,16,4.1,Selected
Guard,41,32.38,6.7,14.8,0.453,1.5,3.9,0.385,3.7,4.1,0.882,0.6,3.3,3.9,9.6,2.1,0.2,2.8,2.8,18.6,17.1,6.8,Selected
Guard,48,37.27,8.1,19,0.425,2.7,7.9,0.342,8.7,10,0.869,0.8,5.4,6.2,6.9,1.4,0.7,4.5,2.7,27.5,20.3,-1,Selected
Guard,44,32.7,7.5,16,0.466,3.2,7.5,0.427,2.8,3.3,0.84,0.4,3.5,3.9,2.3,0.5,0.8,1.8,2,20.9,13.8,12.5,Selected
Guard,46,30.93,7.2,16.3,0.44,1.5,4.1,0.362,3.5,4.2,0.843,0.8,2.8,3.6,6.5,0.8,0.1,2.8,2.2,19.3,13.7,2.8,Not selected
Guard,42,27.78,5.5,11.3,0.484,2.7,5.6,0.485,2.7,3.1,0.876,0.1,1.5,1.6,1.5,0.5,0,1,1.7,16.4,10.9,7,Not selected
Guard,45,29.33,4.4,10.9,0.405,1.6,4.8,0.332,5.1,6.2,0.834,0.4,2.3,2.7,2.6,1,0.3,1.6,1.8,15.5,11,-7.8,Not selected
Guard,41,30.23,2.7,7.9,0.347,0.7,2.3,0.29,3.3,4,0.829,0.7,3.7,4.4,8.6,2.2,0.1,2.4,2.5,9.4,11.3,0.5,Not selected
Guard,40,32.38,5,11.9,0.419,1.4,4.2,0.347,2.6,2.9,0.896,0.3,2.8,3.1,5.4,1,0.2,2.4,2.3,14,10.2,-0.8,Not selected
Guard,38,35.15,4.6,10.5,0.442,1.9,4.4,0.434,1.6,2.1,0.741,0.8,3.1,3.9,3.1,1.4,0.2,1.5,2.1,12.7,9.9,1.2,Not selected
Guard,42,36.25,7.4,17.3,0.424,2.1,6.2,0.333,2.9,3.4,0.847,0.6,3.1,3.7,5.1,1.3,0.3,3.5,2.4,19.7,12.4,-3.7,Not selected
Guard,22,32.92,6.9,15.4,0.447,2.1,5.2,0.4,2.7,3.5,0.766,1,3.3,4.3,3,1,0.3,2.6,2.4,18.5,11.6,-3.2,Not selected
Guard,38,32.03,6.3,15.5,0.406,0.6,2.3,0.264,2.1,2.7,0.792,0.5,2.6,3.1,4.5,0.6,0.3,2.6,1.5,15.3,8.6,-1.8,Not selected
Guard,38,25.3,5.2,11.6,0.448,1.2,3.2,0.38,2.3,2.9,0.786,0.3,2.4,2.7,5.2,1.1,0.3,2.2,2.3,13.9,10.5,1,Not selected
Guard,25,30.6,5.4,12.6,0.433,1.3,3.4,0.388,3,3.7,0.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,15.2,12.2,-0.6,Not selected
Guard,45,33.35,5.5,12.7,0.435,0.8,3,0.279,1.8,2.4,0.743,0.4,2.4,2.8,5,1.7,0.5,2.7,2.1,13.7,9.8,2,Not selected
Guard,42,26.78,5.2,10,0.524,0.4,0.8,0.429,1.8,2.3,0.763,0.3,2.3,2.6,5.1,0.9,0.2,1.6,1.6,12.6,10.7,6.7,Not selected
Guard,41,24.42,2.3,6,0.392,0.6,1.9,0.325,1.3,1.8,0.703,0.5,1.4,1.9,3.9,0.9,0.1,1.7,1.4,6.6,5.3,-2.7,Not selected
Guard,46,25.08,2.6,7,0.369,1.5,4.3,0.352,0.4,0.5,0.8,0.6,3.1,3.7,1.8,0.8,0.7,1.1,1.4,7.1,5.5,5.5,Not selected
Guard,45,30.43,3.4,7.9,0.429,1.9,5.1,0.38,0.7,0.8,0.868,0.2,3.4,3.6,2.2,0.8,0.5,1.4,2,9.5,6.8,3.3,Not selected
Guard,47,35.97,6.2,14,0.444,2,4.8,0.424,3.4,3.9,0.885,0.4,3.2,3.6,4,1.1,0.2,1.9,2.6,17.9,12.8,-0.9,Not selected
Guard,37,32.48,5,10.7,0.466,0.9,2.8,0.327,1.4,1.9,0.722,0.7,2.6,3.3,5,1,0.2,2.5,2.4,12.3,9.1,1.8,Not selected
Guard,44,28.42,5,11.9,0.419,1.1,2.8,0.387,3.3,3.9,0.843,0.5,2.1,2.6,5.5,1.3,0.3,2.8,2.1,14.3,10.5,-1.1,Not selected
Guard,31,34.15,7.2,15.9,0.453,1.5,4.2,0.372,4.5,5.5,0.802,0.6,3.5,4.1,6.1,2,0.6,3.5,2.4,20.4,15.4,-1.6,Not selected
Guard,40,31.7,5.1,12.6,0.403,1.4,4,0.358,3.3,3.9,0.847,0.5,2.5,3,5.9,1.3,0.3,1.4,1.8,15,12.5,-0.6,Not selected
Guard,40,36.07,8.4,19.8,0.421,3,8,0.376,4.6,5.3,0.872,0.7,3.7,4.4,7.1,0.9,0.3,3.4,2.4,24.3,16.9,0.5,Not selected
Guard,18,26.83,5.9,14.6,0.408,1.1,4.1,0.27,2.4,2.8,0.88,1.1,2.1,3.2,3.8,0.9,0.2,2.1,1.2,15.4,10.1,5,Not selected
